scientificName,x_coord,y_coord,presence,elevation,slope,aspect,hcas
Atrichornis rufescens,1647358.8261918416,-3630295.7781637963,0,520.6978,83.19937,156.57117,0.22459564
Atrichornis rufescens,1556160.0157709757,-3982280.639532178,0,872.0765,84.09142,112.092224,0.7771484
Atrichornis rufescens,1765724.0048794905,-3698592.811047554,0,71.76071,12.632137,350.27487,0.049507655
Atrichornis rufescens,1610783.8905650016,-3973794.8552750265,0,639.68726,72.578384,95.285385,0.050955195
Atrichornis rufescens,1563612.2549033766,-3988838.507100666,0,790.9347,83.74263,225.22151,0.07233147
Atrichornis rufescens,1844882.7632859368,-3439689.828365398,0,1135.571,84.46559,311.7032,0.37433407
Atrichornis rufescens,1645912.1083927748,-3285626.65430213,0,162.80112,8.155217,184.05199,0.019293841
Atrichornis rufescens,1783192.4938541045,-3740250.523976798,0,365.92014,85.40324,145.12328,0.25086647
Atrichornis rufescens,1945544.4077658975,-3469653.163465673,0,949.6781,88.131165,104.88473,0.6929929
Atrichornis rufescens,1861428.6750322708,-3704658.183056333,0,1.4053215,27.036903,301.29355,0.109257326
Atrichornis rufescens,1549734.5211494062,-3775573.9578642095,0,566.0973,74.90386,247.45708,0.0041164258
Atrichornis rufescens,1684485.2733901315,-3330570.5603653537,0,193.13013,17.020315,269.09033,0.12782633
Atrichornis rufescens,1959409.2274502213,-3551693.5434589596,0,25.955624,47.514088,358.6471,0.711184
Atrichornis rufescens,1869922.879183807,-3580459.7561672996,0,567.2717,86.79373,329.42297,0.36041346
Atrichornis rufescens,1733892.2403474455,-3815603.0363463014,0,78.38903,47.82439,7.886836,0.026903365
Atrichornis rufescens,1638767.0674606627,-3614765.2667446337,0,427.26834,56.586597,133.96405,0.0023404388
Atrichornis rufescens,1845479.0050266827,-3631458.814329629,0,231.80702,85.28077,125.634834,0.5240622
Atrichornis rufescens,1522198.7029957084,-3461228.84676474,0,162.78868,6.6526575,256.13577,0.1100202
Atrichornis rufescens,1543477.8558102916,-3351424.3413129984,0,136.32616,9.286511,71.94633,0.15525453
Atrichornis rufescens,1694233.656530031,-3389415.5581042776,0,256.11105,56.321842,302.61743,0.0035888383
Atrichornis rufescens,1733444.4441569084,-3727775.245819462,0,231.08289,87.38268,315.6101,0.90042245
Atrichornis rufescens,1519912.7704530396,-3913834.367401057,0,349.54904,81.22124,312.18243,0.0026955162
Atrichornis rufescens,1823672.661653522,-3687969.9956090697,0,264.96408,87.84102,257.8162,0.78540903
Atrichornis rufescens,2031949.3230127357,-3246329.167401789,0,927.5489,87.84544,34.64558,0.73686457
Atrichornis rufescens,1508263.3929493804,-3260318.852052897,0,144.84096,21.095139,31.280033,0.36180773
Atrichornis rufescens,1846975.8951097156,-3248340.1551005803,0,378.2997,71.35275,355.9809,0.8433634
Atrichornis rufescens,1756225.8010530032,-3541558.0730532887,0,457.8994,73.8103,216.00948,0.00399928
Atrichornis rufescens,1523329.2724503167,-3780675.1187745803,0,277.32312,14.790921,111.451866,0.028624792
Atrichornis rufescens,1546036.3593732025,-3528704.6880583433,0,243.54944,5.568918,57.66944,0.11681089
Atrichornis rufescens,1710709.026893714,-3775054.2340669166,0,484.20245,81.681694,264.93008,0.67717224
Atrichornis rufescens,1698460.56949333,-3877701.645591774,0,463.4664,88.47251,203.79822,0.748397
Atrichornis rufescens,1902158.1495043675,-3672101.487935449,0,33.862656,83.59139,47.11735,0.67508125
Atrichornis rufescens,1677959.8663938646,-3313200.2187392116,0,185.10063,18.39795,44.31091,0.044561263
Atrichornis rufescens,1966085.1017015427,-3496353.1121110027,0,17.416128,37.99262,41.91193,0.09321019
Atrichornis rufescens,1769958.1721442472,-3794421.81418287,0,46.508595,87.94492,279.72546,0.7910385
Atrichornis rufescens,1631964.641612203,-3228670.6881631273,0,172.16647,18.181627,292.0094,0.028412465
Atrichornis rufescens,1688146.0648040553,-3794050.2987135197,0,863.381,86.65075,144.8741,0.28160462
Atrichornis rufescens,1697148.606344585,-3473088.6354968213,0,254.07774,6.3921304,16.000334,0.019529516
Atrichornis rufescens,1801443.1267935731,-3241586.352731337,0,241.94908,4.6548734,256.67862,0.046796296
Atrichornis rufescens,1492956.0496053533,-3416697.083057504,0,138.97903,28.293772,312.66806,0.42020378
Atrichornis rufescens,2025571.9883255013,-3223037.2273066887,0,88.69844,54.39228,314.41522,0.00446246
Atrichornis rufescens,1734680.426961032,-3322394.827386882,0,257.11288,49.403004,334.40216,0.0032175255
Atrichornis rufescens,1803354.5346110158,-3593403.432217042,0,802.56555,85.882805,202.5195,0.3030685
Atrichornis rufescens,1968386.256719714,-3516562.4318854697,0,26.077728,45.698048,265.88324,0.5464657
Atrichornis rufescens,1635650.521984854,-3855874.426234728,0,959.0357,78.10776,28.000471,0.6987871
Atrichornis rufescens,1609116.2609927454,-3551380.6714048013,0,547.82574,52.508945,149.48088,0.0014271882
Atrichornis rufescens,1722984.8948561572,-3830016.662470953,0,64.78946,15.033292,184.94739,0.42812213
Atrichornis rufescens,1679960.9639582196,-3850510.499262863,0,509.0708,87.538605,267.38135,0.50498486
Atrichornis rufescens,1651469.9075165554,-3868456.1069045626,0,445.2089,88.61055,140.69032,0.36905655
Atrichornis rufescens,1676660.5605225097,-3217750.1035675155,0,178.5169,1.1957159,79.70873,0.34963226
Atrichornis rufescens,1529532.9013881688,-3718106.0123256976,0,564.4247,79.92923,24.56147,0.2492093
Atrichornis rufescens,1599627.0210553056,-3721069.1183200204,0,763.2826,83.68092,75.90614,0.92046523
Atrichornis rufescens,1841689.4616579786,-3323566.101623528,0,624.99567,47.443085,39.50397,0.053184338
Atrichornis rufescens,1608217.30153189,-3362615.8348009065,0,155.94301,5.115758,55.57151,0.09461583
Atrichornis rufescens,1866767.4456791172,-3533881.3019469525,0,1040.3743,81.33488,318.10846,0.066950604
Atrichornis rufescens,1538181.9838039526,-3861454.2777245073,0,601.07056,83.38025,54.723503,0.015006035
Atrichornis rufescens,1970429.2343981483,-3228763.9363816534,0,682.3319,83.313805,339.25824,0.0018211126
Atrichornis rufescens,1667772.5293446735,-3574623.3426688127,0,642.3815,84.80964,325.70358,0.41216204
Atrichornis rufescens,2032569.9330380203,-3342882.8804311766,0,40.0682,77.18274,286.0728,0.8870504
Atrichornis rufescens,1574962.8496891714,-3259635.8951207246,0,157.54655,38.431305,262.63187,0.34456244
Atrichornis rufescens,1689872.3606586745,-3840146.210186831,0,517.0381,83.269394,199.8632,0.80734056
Atrichornis rufescens,1522605.3914864238,-3645699.4939305955,0,434.94843,67.091255,257.16992,0.0517681
Atrichornis rufescens,1489581.974342135,-3189496.754589403,0,158.62672,2.558033,276.59467,0.34505787
Atrichornis rufescens,1627684.3215281486,-3211971.5880342624,0,173.44563,60.479687,314.25684,0.028546952
Atrichornis rufescens,1652555.691544179,-3949261.320149773,0,758.9757,68.402245,243.13428,0.096080355
Atrichornis rufescens,1651021.1320909415,-3581822.422369224,0,732.2622,79.81374,277.19724,0.4531092
Atrichornis rufescens,1708978.7392367974,-3520957.3692498542,0,331.89035,69.18594,169.4404,0.0021749088
Atrichornis rufescens,1938785.7710081988,-3541645.560696467,0,71.15368,58.75756,36.866318,0.004381578
Atrichornis rufescens,1804567.71612207,-3255083.4621727406,0,274.42395,19.87668,175.80309,0.89493996
Atrichornis rufescens,1981808.8723805628,-3218466.8305035927,0,343.40518,82.7233,353.94095,0.7648376
Atrichornis rufescens,1593200.3899163397,-3746658.3894269196,0,900.8536,83.64358,263.2387,0.14026257
Atrichornis rufescens,1498173.630227117,-3483423.0355655984,0,166.46259,29.624502,307.07312,0.10255703
Atrichornis rufescens,1515878.1478803733,-3665950.222411866,0,594.2788,71.43416,101.55278,0.7492756
Atrichornis rufescens,1648403.1783167976,-3972356.539141705,0,131.37344,86.37708,347.67535,0.5428141
Atrichornis rufescens,1701262.573224172,-3852322.19469452,0,169.87642,80.35489,153.75252,0.008318686
Atrichornis rufescens,1861374.3850216225,-3194656.982176818,0,355.79388,74.3956,240.72646,0.7743557
Atrichornis rufescens,1910236.1496188794,-3531125.2721609576,0,916.44965,87.57785,249.38087,0.7827247
Atrichornis rufescens,1992038.6237650716,-3275390.536590893,0,347.80344,83.11019,9.190487,0.75184435
Atrichornis rufescens,1790063.9177025738,-3782074.7275607227,0,52.968613,86.9734,128.34213,0.5855249
Atrichornis rufescens,1704099.497538187,-3739899.3510824665,0,586.87445,86.29393,115.01628,0.9080459
Atrichornis rufescens,1608025.9750750675,-3337321.570567591,0,151.36397,2.1830778,261.16687,0.09346892
Atrichornis rufescens,1682441.249519095,-3813964.9733455116,0,175.61055,86.309746,35.904224,0.6826962
Atrichornis rufescens,1641176.7799503375,-3367004.213599432,0,174.62915,10.271973,181.79005,0.6815674
Atrichornis rufescens,1676428.816297456,-3547244.777830767,0,410.30344,63.996964,62.868977,0.017278118
Atrichornis rufescens,1897894.3221604947,-3270958.235015243,0,670.1266,81.88938,121.43356,0.4852249
Atrichornis rufescens,1749001.6793380545,-3599319.519945024,0,564.7428,86.488464,222.92674,0.6410181
Atrichornis rufescens,1505252.5332632314,-3751352.2958819293,0,255.27803,51.35197,39.104736,0.0028212992
Atrichornis rufescens,1566329.4620223925,-3895649.5071184235,0,627.1107,83.459564,26.922096,0.67922485
Atrichornis rufescens,1742764.1442573476,-3576471.793533406,0,392.81924,79.26255,76.46713,0.0046090935
Atrichornis rufescens,1586190.3903790861,-3570674.224420156,0,392.25076,78.232574,240.09024,0.6721293
Atrichornis rufescens,1585901.071084392,-3469606.412440256,0,240.61809,34.08016,207.93692,0.026814992
Atrichornis rufescens,1632751.567195171,-3634011.279350799,0,428.8504,51.09212,270.8558,0.014465674
Atrichornis rufescens,1810249.4325907764,-3215688.545974232,0,262.1876,9.168004,242.8941,0.014726222
Atrichornis rufescens,1701662.6105328684,-3458032.8025672445,0,332.37134,75.624374,278.26328,0.78832746
Atrichornis rufescens,1500162.6516168993,-3555168.016939325,0,206.76395,24.174788,291.6411,0.0014892946
Atrichornis rufescens,1848501.6500075462,-3504855.712634369,0,1131.8281,65.98345,21.632067,0.05805962
Atrichornis rufescens,1760280.215380942,-3263083.29082792,0,268.9072,55.83066,345.01614,0.0018951293
Atrichornis rufescens,1707241.9348283731,-3831894.9201614955,0,59.265076,27.133863,85.04998,0.017719554
Atrichornis rufescens,1762743.4531999708,-3610806.6005944987,0,298.24417,78.07101,265.23053,0.4223456
Atrichornis rufescens,1992293.6126196873,-3475787.684208218,0,22.875206,66.68892,163.69307,0.5750458
Atrichornis rufescens,1551263.5420921193,-3741970.542538611,0,587.4507,77.444954,282.59058,0.24861772
Atrichornis rufescens,1522715.2708739804,-3498426.1763607454,0,192.33939,5.755685,321.46277,0.10607698
Atrichornis rufescens,1875728.853341188,-3483380.490635923,0,621.4762,89.208694,198.93431,0.48623174
Atrichornis rufescens,1860604.8202839603,-3637991.8468101327,0,109.12155,74.22509,83.41485,0.030443301
Atrichornis rufescens,1508911.3306594305,-3912061.6741703907,0,647.41614,86.99453,71.8524,0.030682286
Atrichornis rufescens,1753164.853679555,-3393148.1647335184,0,404.39886,70.65741,175.58443,0.029749833
Atrichornis rufescens,1573329.5117906595,-3506023.9321929514,0,280.0087,30.984423,16.693213,0.0016752529
Atrichornis rufescens,1552646.6150830647,-3449125.228515386,0,169.46892,22.553299,289.21948,0.18339272
Atrichornis rufescens,1835605.0457232327,-3425697.494504273,0,924.1641,77.03775,273.9716,0.7295173
Atrichornis rufescens,1514499.361676198,-3591106.9219444953,0,226.442,43.559254,126.85434,0.0077195913
Atrichornis rufescens,1642083.287854033,-3467350.40418747,0,420.4595,64.24025,69.12799,0.91938573
Atrichornis rufescens,1965994.1772748644,-3404233.019396747,0,322.4545,85.41647,154.7537,0.7762806
Atrichornis rufescens,1571169.542202108,-3401926.4923935393,0,144.70403,12.599743,225.78065,0.081570074
Atrichornis rufescens,1540117.7407018382,-3369420.7625044105,0,134.34258,6.8210354,285.93158,0.04020655
Atrichornis rufescens,1627604.6799713185,-3864601.532406159,0,872.3072,83.386734,276.26736,0.1692733
Atrichornis rufescens,1733900.5753402596,-3669988.9782471005,0,137.01358,82.498215,47.58848,0.2610712
Atrichornis rufescens,1926688.4139750595,-3577377.52162428,0,235.75348,87.330864,12.360987,0.80037755
Atrichornis rufescens,1853475.7112845709,-3288526.4927355833,0,348.576,76.25989,320.6084,0.0049353703
Atrichornis rufescens,1537683.567645663,-3865277.034351283,0,607.7989,82.173645,351.41055,0.065132745
Atrichornis rufescens,1847849.482724287,-3383525.2265893156,0,734.3119,63.653202,354.35916,0.5073233
Atrichornis rufescens,1863223.815525965,-3419856.90354929,0,1274.467,85.06957,210.22629,0.08063878
Atrichornis rufescens,1745680.4770252758,-3811052.7313600685,0,162.43222,84.53067,195.49748,0.08409064
Atrichornis rufescens,1970741.3742089283,-3303051.8448205306,0,102.61085,84.40205,89.09514,0.5864922
Atrichornis rufescens,1957221.844937715,-3333685.004387553,0,415.79333,88.283676,325.7541,0.60225976
Atrichornis rufescens,1523742.366801473,-3277490.7178423624,0,148.64372,69.505974,195.70114,0.7982672
Atrichornis rufescens,1658544.029948002,-3611006.0339723877,0,498.60242,81.585915,309.10544,0.8844437
Atrichornis rufescens,1883797.9965626115,-3510482.8141857134,0,362.64896,88.750015,181.26083,0.61118704
Atrichornis rufescens,1514611.9699623517,-3309213.5727517284,0,140.60553,4.3892264,337.11136,0.70408726
Atrichornis rufescens,1519691.5324467518,-3882837.5699890945,0,531.262,35.662254,116.81106,0.047064316
Atrichornis rufescens,1641089.2814417544,-4003763.8907057466,0,69.692184,85.300316,60.276707,0.78044283
Atrichornis rufescens,1575759.5201596695,-3284517.6484703016,0,153.42172,9.972117,314.2713,0.6084434
Atrichornis rufescens,1794449.2747009103,-3599037.6608262886,0,831.8016,85.5041,249.84372,0.7268032
Atrichornis rufescens,1822747.4559140562,-3291318.676315746,0,394.77176,44.29121,187.76688,0.36516207
Atrichornis rufescens,1738842.1791143117,-3262945.805141498,0,221.39468,3.5099876,312.68634,0.031417828
Atrichornis rufescens,1527407.4774313075,-3930639.031518286,0,491.0647,80.14125,344.55304,0.84563893
Atrichornis rufescens,1702029.5702696487,-3864383.968681485,0,258.47986,64.92052,335.6337,0.72708595
Atrichornis rufescens,1787152.4915034955,-3681186.9342459617,0,51.120235,57.82822,242.61452,0.054874066
Atrichornis rufescens,1871105.2478285118,-3433270.2249686695,0,1269.7339,83.37985,64.26262,0.112403184
Atrichornis rufescens,1512753.421565882,-3489592.8719561948,0,179.20157,10.1923275,265.45956,0.35605556
Atrichornis rufescens,1832195.691986624,-3377515.233072273,0,672.98096,64.755486,19.856125,0.007458832
Atrichornis rufescens,1667947.6490850155,-3905673.237611676,0,318.4723,67.07691,266.92645,0.7910424
Atrichornis rufescens,1639286.6640742812,-4003983.8160093524,0,12.027997,12.058102,149.03255,0.6587059
Atrichornis rufescens,1587349.513035781,-3235985.234185356,0,165.70059,0.23930958,197.54132,0.007816013
Atrichornis rufescens,1671976.576789888,-3822236.398607655,0,315.9385,88.61737,27.585018,0.2851011
Atrichornis rufescens,1605891.1662254215,-3674406.8947215015,0,602.07434,82.10572,203.60454,0.74585307
Atrichornis rufescens,1529202.0978755958,-3910656.6784332367,0,560.00226,80.01321,225.5418,0.28008807
Atrichornis rufescens,1572601.1302839443,-3861026.107235408,0,739.1992,79.992714,337.60873,0.1844013
Atrichornis rufescens,1683878.7471554875,-3448425.604952245,0,361.02896,72.35004,233.7973,0.79188657
Atrichornis rufescens,1836912.8282415303,-3218294.832041755,0,350.45834,41.894978,95.82887,0.63695073
Atrichornis rufescens,1675784.2358678149,-3225941.9116114345,0,177.48392,12.227843,310.6378,0.34114167
Atrichornis rufescens,1526267.5767669964,-3852383.622043212,0,555.78796,82.66671,162.19681,0.005099098
Atrichornis rufescens,1660563.1519401204,-3732473.777313681,0,800.42914,36.71831,343.13797,0.1363349
Atrichornis rufescens,1950651.7696691947,-3295554.0232360447,0,658.3191,82.90703,217.19078,0.6660732
Atrichornis rufescens,1950206.0745833884,-3365268.401923579,0,281.81796,88.380745,51.6247,0.685291
Atrichornis rufescens,1509352.084433335,-3356013.692165733,0,132.94432,18.066418,0.15980317,0.006403887
Atrichornis rufescens,1525597.609329892,-3222852.813373434,0,157.13344,11.317451,261.39868,0.12174039
Atrichornis rufescens,1577073.579303154,-3968968.61685497,0,754.16095,73.26984,204.91806,0.32925645
Atrichornis rufescens,1494005.4816653596,-3936672.5372798415,0,736.43396,81.57878,263.98785,0.01950089
Atrichornis rufescens,1853564.7391232653,-3692793.738936941,0,12.701435,76.30258,161.79866,0.38390166
Atrichornis rufescens,1497756.0431330998,-3275553.994857636,0,138.75954,4.775727,177.55057,0.47239342
Atrichornis rufescens,1897162.0185972727,-3422944.9139313847,0,1166.2855,79.21128,62.70367,0.24423751
Atrichornis rufescens,1580190.1136832929,-3607281.94641973,0,320.77502,34.570038,86.16364,0.045364283
Atrichornis rufescens,1931261.5834737923,-3245545.325684183,0,877.3247,70.17796,322.75488,0.61698747
Atrichornis rufescens,1864327.3486077543,-3571541.3996624993,0,441.63116,78.227516,37.791485,0.5913916
Atrichornis rufescens,1851217.2544840362,-3661742.07388,0,82.60145,32.936436,203.90462,0.016068215
Atrichornis rufescens,1537939.0647217324,-3328997.13793057,0,139.74767,5.436639,112.22787,0.45349044
Atrichornis rufescens,1694955.0319947775,-3923732.240042813,0,50.94894,72.9332,357.88306,0.073285
Atrichornis rufescens,1720208.7351359376,-3836568.8629313125,0,93.24792,70.05664,25.464056,0.0194118
Atrichornis rufescens,1645969.3056650753,-3365888.2129075937,0,172.58493,14.350206,305.6639,0.34589207
Atrichornis rufescens,1592424.951843939,-3969930.854899089,0,815.39496,81.81398,54.500084,0.76210594
Atrichornis rufescens,1551902.4921571235,-3542113.9009255795,0,262.1008,24.106045,73.5921,0.038984157
Atrichornis rufescens,1777315.5515702784,-3383950.0343463593,0,315.49283,75.59338,15.649604,0.27722278
Atrichornis rufescens,1849579.537134053,-3488717.03437231,0,1073.3981,27.476608,322.6328,0.57268924
Atrichornis rufescens,1544281.1497951562,-3664644.341732096,0,438.78342,82.79197,134.73383,0.47570452
Atrichornis rufescens,1798992.6535938901,-3592137.8334379643,0,682.3365,87.05288,220.55406,0.22717996
Atrichornis rufescens,1944005.5603617686,-3558077.0263351663,0,117.15341,83.57368,299.69632,0.84738535
Atrichornis rufescens,1683484.39223591,-3263778.637557746,0,175.80411,1.5392524,0.43109298,0.0441152
Atrichornis rufescens,1657936.4617987631,-3516362.7442903398,0,551.66034,85.8774,209.86761,0.3320671
Atrichornis rufescens,1550962.1416390657,-3365058.1293017236,0,137.68423,22.85893,216.44139,0.71920776
Atrichornis rufescens,1969587.5913798637,-3401270.8683956834,0,194.90233,88.254036,289.94397,0.7431584
Atrichornis rufescens,1568556.7125837258,-3922220.3636060324,0,696.4874,69.69042,145.53723,0.60654885
Atrichornis rufescens,1520529.1254976909,-3578038.3562865444,0,225.7355,9.466953,262.74005,0.0691923
Atrichornis rufescens,1640467.0144646934,-3516638.7142064897,0,543.7567,84.11038,117.81361,0.033878423
Atrichornis rufescens,1671674.9756640852,-3272908.002212599,0,172.80608,13.112659,29.79929,0.29127884
Atrichornis rufescens,1769500.1486344533,-3330521.9950546217,0,386.49704,73.80875,355.29138,0.80986303
Atrichornis rufescens,1550489.9498664832,-3800053.1443861597,0,414.7441,81.91874,328.20874,0.005862662
Atrichornis rufescens,1530099.9501476695,-3188727.2747827023,0,167.94598,12.690582,211.25406,0.4103304
Atrichornis rufescens,1536413.308432376,-3317168.358072431,0,141.63792,1.7388021,344.55356,0.5249444
Atrichornis rufescens,1631307.736818561,-3226857.4021819322,0,170.86003,4.7965064,334.6034,0.03162377
Atrichornis rufescens,1736192.4557629228,-3617862.1424089363,0,320.21268,83.23041,277.0509,0.31034702
Atrichornis rufescens,1699194.1409997207,-3476500.201814462,0,264.02374,50.7023,220.54646,0.0028703471
Atrichornis rufescens,1821516.7344828425,-3568139.6945814835,0,1275.7651,80.58277,306.16586,0.27822968
Atrichornis rufescens,1927992.0594169486,-3631295.8522343114,0,2.1647985,12.626802,235.43857,0.4602879
Atrichornis rufescens,1624294.5306741626,-3371758.1073365277,0,167.2108,42.218155,133.38637,0.5853867
Atrichornis rufescens,1519071.1555747532,-3877170.617964683,0,596.54694,54.49534,46.79662,0.002637075
Atrichornis rufescens,1486571.5659535197,-3272824.4987568166,0,139.12038,30.925356,219.82082,0.5664264
Atrichornis rufescens,1543390.337405786,-3915119.8120584753,0,528.66327,78.21511,82.1851,0.18163033
Atrichornis rufescens,1641667.3801372668,-3889195.8622448468,0,627.4955,68.5158,0.67204934,0.09530952
Atrichornis rufescens,1517151.2311805657,-3444138.4172022557,0,148.54942,15.73192,183.13431,0.009320775
Atrichornis rufescens,1591403.2343587922,-3514299.8223178918,0,571.87225,85.18472,318.21497,0.1403789
Atrichornis rufescens,1921180.3570141573,-3509419.753755369,0,92.623146,79.517044,213.4661,0.3232484
Atrichornis rufescens,1987710.8635582973,-3417824.097191982,0,163.98755,85.584236,50.86985,0.81378275
Atrichornis rufescens,1982740.2879682826,-3453893.837608885,0,626.0209,79.59991,276.5042,0.6536792
Atrichornis rufescens,1633397.5432591813,-3992259.2995166816,0,259.90585,88.00737,221.28552,0.814067
Atrichornis rufescens,1696901.4251958139,-3805368.060911302,0,587.228,85.60033,129.25986,0.82173425
Atrichornis rufescens,1635133.6072707204,-3233082.185717327,0,180.54076,22.625162,0.46595404,0.13527821
Atrichornis rufescens,1768788.604876401,-3455266.6760874814,0,458.43408,81.49963,278.07672,0.11858095
Atrichornis rufescens,1693701.012371594,-3915777.929444694,0,221.6243,87.72201,187.38733,0.28130546
Atrichornis rufescens,1619600.3946662196,-3996179.1768365237,0,810.03705,85.272194,178.81346,0.817538
Atrichornis rufescens,1979429.117645178,-3316956.347685005,0,131.64755,15.114768,7.155027,0.40465406
Atrichornis rufescens,1881554.755321249,-3551056.110543835,0,931.39404,82.802,123.848434,0.36248034
Atrichornis rufescens,1588262.9442843408,-3671389.785722125,0,343.90363,17.284224,35.12581,0.0028729336
Atrichornis rufescens,1808145.4047086409,-3505285.993215292,0,1105.774,82.38275,76.754234,0.67886823
Atrichornis rufescens,1489652.0868628363,-3323562.47068194,0,152.2388,35.664963,277.15656,0.75138897
Atrichornis rufescens,1615628.275325944,-3432084.633522476,0,213.47038,27.944502,256.2669,0.9068671
Atrichornis rufescens,1582723.954167258,-3993219.645653302,0,899.14667,73.65188,34.764816,0.23929705
Atrichornis rufescens,1655501.9625729306,-3283610.35687053,0,168.02217,47.853275,180.44696,0.2504847
Atrichornis rufescens,1581736.6625322574,-3914829.966884624,0,746.09686,53.589348,93.61981,0.37355593
Atrichornis rufescens,1752583.404481548,-3560699.917516077,0,395.71695,34.190704,9.024911,0.02005505
Atrichornis rufescens,1762670.992767335,-3227206.787501847,0,215.91171,3.1867728,318.43295,0.04168073
Atrichornis rufescens,1610957.3063907092,-3820278.786724017,0,916.17395,86.06043,281.69772,0.61529416
Atrichornis rufescens,1702556.9342639565,-3386241.9033033387,0,290.20233,65.23655,322.48715,0.07601447
Atrichornis rufescens,1856168.5656835467,-3429217.99136118,0,1210.2225,82.88382,104.15677,0.48007333
Atrichornis rufescens,1588133.7254048912,-3564109.3036201685,0,466.6457,77.11338,130.80328,0.5212058
Atrichornis rufescens,1630338.6686264046,-3551664.626981125,0,402.39236,14.642389,248.74603,0.42792508
Atrichornis rufescens,1704904.3673242058,-3552976.3257213063,0,361.23734,28.354034,32.57289,0.19170944
Atrichornis rufescens,2042260.509385338,-3185707.613687649,0,45.091206,73.86368,246.46239,0.4708848
Atrichornis rufescens,1643268.1944093893,-3665312.010847252,0,608.5785,84.05742,125.15018,0.11693974
Atrichornis rufescens,1530162.0341639111,-3578946.6201447374,0,257.03394,39.322216,259.12524,0.0034477822
Atrichornis rufescens,1794190.5880821939,-3418968.177038546,0,850.1737,60.626007,357.02713,0.43691403
Atrichornis rufescens,1775875.9414327901,-3773989.422134333,0,263.13934,76.47008,194.56934,0.4877707
Atrichornis rufescens,1709855.8597566714,-3218378.636344993,0,188.31573,43.63483,337.6633,0.037536886
Atrichornis rufescens,1506294.4712279392,-3544069.820993723,0,207.49977,4.1079106,95.23714,0.0019251355
Atrichornis rufescens,1530437.9280964658,-3255239.781850941,0,153.59627,17.927591,75.013535,0.73701966
Atrichornis rufescens,1579685.3714274864,-3548208.2419097265,0,387.9962,63.55577,222.78566,0.8650785
Atrichornis rufescens,1557805.0957842672,-3491621.664032277,0,214.21655,10.108303,314.10446,0.04815545
Atrichornis rufescens,1567713.6445289347,-3710194.279724362,0,583.57056,75.06482,295.73587,0.64481646
Atrichornis rufescens,1526272.540786169,-3852118.04575407,0,576.44183,81.17623,140.07771,0.009050947
Atrichornis rufescens,1698777.8413385493,-3770031.7876426536,0,708.2272,86.97623,281.5614,0.6291334
Atrichornis rufescens,1851685.0503780565,-3198425.615869589,0,335.09396,26.71958,93.375694,0.28815293
Atrichornis rufescens,1641423.3695979966,-3586956.752918937,0,695.526,87.62302,92.126686,0.32243896
Atrichornis rufescens,1519877.7992992182,-3631659.422727746,0,343.4187,72.6426,317.7143,0.73509663
Atrichornis rufescens,1774961.097075517,-3206501.2079239883,0,219.26082,14.808767,311.39307,0.003084708
Atrichornis rufescens,1778649.4341901988,-3371523.852505223,0,405.05554,77.762405,281.30038,0.0023328126
Atrichornis rufescens,1957522.2646558874,-3303424.344735458,0,494.85193,68.006,99.85544,0.77737975
Atrichornis rufescens,1534117.1552106675,-3636169.3504935545,0,379.72305,71.73497,172.28319,0.13020134
Atrichornis rufescens,1886810.7081209782,-3664308.73707005,0,254.4379,88.653496,65.67546,0.6974947
Atrichornis rufescens,1748264.8192701722,-3349325.8491185177,0,385.73093,76.492134,299.62433,0.05161992
Atrichornis rufescens,2026792.832746247,-3346378.696755293,0,74.917244,85.16277,334.43973,0.6480055
Atrichornis rufescens,1763819.3037204517,-3789900.698844413,0,82.00782,87.81598,74.32953,0.7888976
Atrichornis rufescens,1663528.7105920422,-3563512.180323529,0,623.8777,80.06914,318.13986,0.006989128
Atrichornis rufescens,1550268.5852765553,-3673783.8039759267,0,438.1107,42.067013,35.77168,0.004123546
Atrichornis rufescens,1492550.8019539644,-3703221.1911417875,0,336.38864,78.89209,30.037727,0.03730948
Atrichornis rufescens,1591136.3766689326,-3948159.9320080956,0,858.1125,79.464096,295.36136,0.17176244
Atrichornis rufescens,1558193.1687936,-3735850.2107562576,0,814.1241,86.57503,200.84679,0.5752893
Atrichornis rufescens,1618582.034087852,-3962723.7476308094,0,579.8786,79.98936,10.266143,0.6446593
Atrichornis rufescens,1712237.5219820538,-3841118.9591503483,0,66.98077,57.80873,51.091305,0.30652973
Atrichornis rufescens,2010008.2301581716,-3389517.8623586404,0,1.3533307,16.02663,327.97394,0.15188974
Atrichornis rufescens,1617207.1281073263,-3395753.8311984316,0,167.09846,25.711334,348.5851,0.14533088
Atrichornis rufescens,1854970.9479882163,-3651765.4323679116,0,127.55778,81.22877,110.76315,0.02331183
Atrichornis rufescens,1547676.3931430264,-3624784.0098944907,0,264.85355,26.842865,345.32846,0.10060467
Atrichornis rufescens,1905913.8604418729,-3440968.887201987,0,1163.633,80.90747,250.08354,0.08408369
Atrichornis rufescens,1604363.4843705236,-3468426.4791106507,0,274.84335,15.137501,302.319,0.014483116
Atrichornis rufescens,1874856.1970341788,-3494942.895157453,0,907.8965,74.01015,253.42433,0.21249539
Atrichornis rufescens,1646950.631218446,-3560257.230730096,0,461.58832,60.290627,3.9614937,0.0045758984
Atrichornis rufescens,1637947.4156491498,-3852783.8668417046,0,939.95636,75.57411,288.01428,0.79243046
